pws_id,name,state,population_served
IL1635040,IL American - East St. Louis,Illinois,"139,879"
IL1770200,Freeport,Illinois,"25,648"
IL1790200,East Peoria,Illinois,"23,140"
IL1790400,Marquette Heights,Illinois,"2,974"
IL1795495,Hiatts Hideaway Mobile Home Park,Illinois,65
IL1830600,Galena Territory -oakwood,Illinois,"1,595"
IL1850200,Mount Carmel,Illinois,"7,284"
IL1950050,Albany,Illinois,950
IL1970200,Channahon,Illinois,"7,496"
IL1970250,Crest Hill,Illinois,"21,169"
IL1970850,Rockdale,Illinois,"1,888"
IL1975105,Criswell Court Mobile Home Park,Illinois,136
IL2015125,Family Manufactured Home Community LLC,Illinois,240
IL2015500,North Park PWD,Illinois,"35,518"
IL2015645,Rainbow Lane Mobile Home Park,Illinois,85
IN5210003,Indiana American Water - Charlestown,Indiana,"6,868"
IN5245011,Dyer Water Department,Indiana,"16,800"
IN5271014,South Bend Water Works,Indiana,"112,400"
IN5284015,West Terre Haute Water,Indiana,"4,028"
KS2000911,City of Great Bend,Kansas,"15,170"
KS2015103,"Pratt, City of",Kansas,"6,630"
KY0100011,Ashland Water Works,Kentucky,"44,402"
KY0100064,Cannonsburg Water District,Kentucky,"8,953"
KY0120013,Augusta Regional Water Treatment Plant,Kentucky,"1,690"
KY0300109,E Daviess County Water Assoc Inc,Kentucky,"11,997"
KY0300336,Owensboro Municipal Utilities,Kentucky,"58,408"
KY0300387,S E Daviess County Water District,Kentucky,"18,827"
KY0300467,Whitesville Water Works,Kentucky,"3,672"
KY0450132,Flatwoods Water Company,Kentucky,"9,649"
KY0450376,Russell Water Company,Kentucky,"6,810"
KY0450410,City Of South Shore Water Works,Kentucky,"6,798"
KY0490096,Cynthiana Municipal Water Works,Kentucky,"7,263"
KY0560258,Louisville Water Company,Kentucky,"764,769"
KY0720933,Lyon County Water District,Kentucky,"6,744"
KY0730533,Paducah Water Works,Kentucky,"64,013"
KY0810275,Maysville Utility Commission,Kentucky,"11,263"
KY0900323,North Nelson Water District,Kentucky,"13,365"
KY0960112,East Pendleton Water District,Kentucky,"5,515"
KY0960499,Pendleton County Water District #1/south,Kentucky,"3,713"
KY1050157,Georgetown Municipal Water Service,Kentucky,"35,714"
KY1130293,Morganfield Water Works,Kentucky,"5,170"
LA1005035,Parish Utilities Of Ascension,Louisiana,"9,810"
LA1055131,Tesi Cote Gelee,Louisiana,196
LA1071001,New Orleans Algiers Water Works,Louisiana,"52,785"
LA1071009,New Orleans Carrollton Waterworks,Louisiana,"291,044"
MA1022004,Papa Bobs,Massachusetts,80
MA1022034,Becket Athenaeum Inc,Massachusetts,25
MA1024001,Sports Haven Mobile Home Park,Massachusetts,107
MA1063005,Golden Eagle Restaurant,Massachusetts,100
MA1090018,Egremont Town Hall,Massachusetts,35
MA1091016,Flis Market,Massachusetts,25
MA1098005,Blue Vista Motor Lodge,Massachusetts,25
MA1106002,Northfield Mount Hermon School,Massachusetts,750
MA1111001,The Macduffie School,Massachusetts,305
MA1111020,Cindys Drive In,Massachusetts,50
MA1111032,Chateau Harmony,Massachusetts,50
MA1114000,Greenfield Water Department,Massachusetts,"17,645"
MA1120006,Thornton Burgess Middle School,Massachusetts,270
MA1120015,White Birch Garden Apartments,Massachusetts,25
MA1120017,Roha Enterprises Ii  Ltd,Massachusetts,200
MA1120026,Ghs Realty Inc,Massachusetts,100
MA1120030,Mt View Drive In,Massachusetts,150
MA1135011,The Maine Attraction,Massachusetts,25
MA1148000,Lanesborough Fire and Water District,Massachusetts,"2,324"
MA1161002,Villa Rose Restaurant,Massachusetts,75
MA1161006,Lupa Zoo,Massachusetts,70
MA1191004,Sunsetview Farm Camping Area,Massachusetts,250
MA1191013,The Fitclub Gym,Massachusetts,25
MA1192003,Montague Center Water District,Massachusetts,450
MA1204001,Swift River School,Massachusetts,180
MA1209000,North Adams Water Department,Massachusetts,"13,000"
MA1217007,The Brewery At Four Star Farms,Massachusetts,25
MA1225017,Klondike Campground,Massachusetts,65
MA1225034,Otis Poultry Farm Inc,Massachusetts,150
MA1225036,Farmington River Diner,Massachusetts,25
MA1227003,Three Rivers Fire District,Massachusetts,"3,258"
MA1227007,Cjs Restaurant,Massachusetts,175
MA1227013,The Barn Tavern,Massachusetts,50
MA1234001,Harvard Forest,Massachusetts,80
MA1234004,Petersham Town Hall,Massachusetts,25
MA1234006,Petersham Center School,Massachusetts,155
MA1234012,Petersham Country Store,Massachusetts,25
MA1249000,Richmond Congregational Church,Massachusetts,55
MA1272004,Sirius Community Center,Massachusetts,30
MA1279002,Sodom Mountain Campground,Massachusetts,100
MA1283019,Oronoque Condominium Trust,Massachusetts,25
MA1289001,Cliffside Apartments,Massachusetts,500
MA1309000,Ware Water Department,Massachusetts,"7,582"
MA1325000,West Springfield Dpw Water Division,Massachusetts,"28,391"
MA1329000,Westfield Water Department,Massachusetts,"42,000"
MA1329004,White Oak School,Massachusetts,90
MA1329007,R E G Enterprises Inc,Massachusetts,25
MA1341003,Sweet Wood Retirement Community,Massachusetts,325
MA1349006,Worthington Golf Links,Massachusetts,75
MA2002000,Acton Water Supply District,Massachusetts,"20,890"
MA2002010,Pine Hill Condominium,Massachusetts,95
MA2002014,Strawberry Hill Apartments,Massachusetts,80
MA2002017,Acton Indoor Tennis / Nashoba Sportmans,Massachusetts,150
MA2012013,Ashby Market,Massachusetts,25
MA2017000,Auburn Water District,Massachusetts,"11,763"
MA2017012,"Montessori Center, Inc.",Massachusetts,38
MA2019000,Ayer DPW  Water Division,Massachusetts,"7,427"
MA2019001,Devens  Massdevelopment,Massachusetts,"6,500"
MA2021007,Carter  Stevens Farm/stone Cow Brewery,Massachusetts,50
MA2025000,Bellingham Dpw  Water  Sewer Div.,Massachusetts,"15,390"
MA2028004,First Parish Church Of Berlin,Massachusetts,25
MA2028011,Berlin General Store,Massachusetts,80
MA2028015,Whitney Estates Condominiums,Massachusetts,40
MA2028020,Riverbridge,Massachusetts,"1,330"
MA2032000,Blackstone Water Department,Massachusetts,"8,962"
MA2034003,Bolton Orchards,Massachusetts,200
MA2034004,The International,Massachusetts,100
MA2034023,Nashoba Valley Winery,Massachusetts,100
MA2037001,Codman Hill Condominium,Massachusetts,360
MA2037002,Harvard Ridge Condominium,Massachusetts,350
MA2037006,Centre Village Apartments,Massachusetts,36
MA2037007,Brook Village Condominium,Massachusetts,400
MA2037008,Boxborough Regency,Massachusetts,500
MA2037009,Carriage House Condominium,Massachusetts,68
MA2037013,Applewood Community Corporation,Massachusetts,500
MA2037014,Liberty House Condominium,Massachusetts,80
MA2037018,159 Swanson Rd    Setra Systems Inc,Massachusetts,278
MA2037019,Boxborough Executive Office Center,Massachusetts,60
MA2037021,60 And 70 Codman Hill Rd,Massachusetts,100
MA2037022,85 Swanson Rd Llc,Massachusetts,40
MA2037023,330 Codman Hill Road,Massachusetts,150
MA2037024,155 Swanson Rd   Synqor,Massachusetts,100
MA2037028,United Church Of Christ/daycare,Massachusetts,100
MA2037030,Mass. Ave. Gulf,Massachusetts,100
MA2037031,Boxborough Commons (629 Mass Ave),Massachusetts,100
MA2037033,National Technical Systems,Massachusetts,25
MA2037034,Campanelli Development,Massachusetts,"1,200"
MA2037035,Bright Horizons Daycare,Massachusetts,90
MA2039000,Boylston Water District,Massachusetts,"3,182"
MA2045004,Wagon Wheel Community Inc.,Massachusetts,228
MA2054020,Heritage Country Club,Massachusetts,100
MA2054027,Dads Restaurant,Massachusetts,70
MA2054028,Charlton Middle School,Massachusetts,770
MA2054032,Elliot P Joslin Camp,Massachusetts,170
MA2054034,Quarter Keg Pub,Massachusetts,30
MA2054040,Woodland Walk Apartments,Massachusetts,76
MA2054051,"Karl Storz Endovision, Inc.",Massachusetts,550
MA2054055,Charlton Beagle Club,Massachusetts,25
MA2054070,"Verizon Business Network Services, Inc.",Massachusetts,35
MA2054071,The Assembly Of God Southern N.e. Dist.,Massachusetts,35
MA2080000,Dudley Water Department,Massachusetts,"7,644"
MA2080003,Webco Chemical Corporation,Massachusetts,75
MA2081000,Dunstable Water Department,Massachusetts,598
MA2081003,Ymca Camp Massapoag,Massachusetts,150
MA2101000,Franklin Water Department,Massachusetts,"32,445"
MA2101001,Camp Haiastan,Massachusetts,200
MA2110000,Grafton Water District,Massachusetts,"10,703"
MA2110001,South Grafton Water District,Massachusetts,"3,242"
MA2110002,Silver Spruce Montessori School,Massachusetts,85
MA2115000,Groton Water Department,Massachusetts,"5,229"
MA2115002,Grotonwood Baptist Camp And Conf.ctr.,Massachusetts,101
MA2115010,Groton Dunstable Reg. H.s.,Massachusetts,940
MA2125000,Harvard Water Department,Massachusetts,"1,650"
MA2125007,The Appleworks,Massachusetts,36
MA2125014,Harvard Green Condominiums,Massachusetts,150
MA2125021,Ayer Road Properties LLC,Massachusetts,150
MA2134000,"Holden Water Division, DPW",Massachusetts,"17,106"
MA2136000,Holliston Water Department,Massachusetts,"14,946"
MA2138000,Hopedale Water Department,Massachusetts,"6,025"
MA2139000,Hopkinton Water Department,Massachusetts,"8,980"
MA2139001,Metrowest Ymca,Massachusetts,700
MA2139003,Hopkinton Country Club,Massachusetts,200
MA2139007,Village At Highland Park,Massachusetts,50
MA2139008,The Preserve At Hopkinton Condo,Massachusetts,80
MA2140010,Hubbardston House Apartments,Massachusetts,40
MA2140014,Hubbardston One Stop Shop,Massachusetts,25
MA2140017,Ron Burton Training Village,Massachusetts,120
MA2140018,Hubbardston Crossing Plaza,Massachusetts,50
MA2141000,Hudson Water Supply,Massachusetts,"18,406"
MA2151000,Leicester Water Supply District,Massachusetts,"3,200"
MA2151009,Staffordshire Country Estates,Massachusetts,140
MA2158000,Littleton Water Department,Massachusetts,"9,182"
MA2162000,Lunenburg Water District,Massachusetts,"6,707"
MA2174000,"Maynard DPW, Water Division",Massachusetts,"10,665"
MA2175000,Medfield Water Department,Massachusetts,"12,595"
MA2177000,Medway Water and Sewer Department,Massachusetts,"9,654"
MA2179002,28 Hastings St Corp,Massachusetts,63
MA2179003,Country Plaza Llc,Massachusetts,200
MA2179004,Miscoe Hill Middle School,Massachusetts,760
MA2179005,Henry P. Clough School,Massachusetts,460
MA2179011,Southwicks Zoo,Massachusetts,"1,000"
MA2179014,Grand View,Massachusetts,600
MA2179023,Mendon Twin Drive In,Massachusetts,"1,600"
MA2179027,Mendon Town Hall Campus,Massachusetts,50
MA2185000,Milford Water Company,Massachusetts,"27,999"
MA2186000,"Aquarion Water Company, Millbury",Massachusetts,"8,803"
MA2187000,Millis Water Department,Massachusetts,"8,629"
MA2187002,Sunny Spring/ann and Hope  (blk),Massachusetts,25
MA2188004,Millville Elementary School,Massachusetts,400
MA2188006,Georges Variety,Massachusetts,150
MA2188007,Pot Belly Pub,Massachusetts,50
MA2208000,Norfolk Water Division,Massachusetts,"7,189"
MA2226008,Buffumville Heights Estates Condominium,Massachusetts,40
MA2226009,Maplebrook Apartments,Massachusetts,33
MA2232000,Pepperell DPW Water Division,Massachusetts,"8,178"
MA2235002,Phillipston Memorial Building,Massachusetts,50
MA2241003,Thomas Prince School,Massachusetts,401
MA2241006,First Congregation Church Of Princeton,Massachusetts,40
MA2241015,Post Office Place,Massachusetts,85
MA2241016,Princeton Store And House Of Pizza,Massachusetts,30
MA2241017,Princeton Town Campus,Massachusetts,40
MA2270000,Shirley Water District,Massachusetts,"4,960"
MA2271000,Shrewsbury Water Department,Massachusetts,"35,608"
MA2282000,Sterling Water Department,Massachusetts,"7,400"
MA2286000,Juniper Hill Water Company,Massachusetts,220
MA2286005,Hale Middle School,Massachusetts,321
MA2286007,Stow Center School,Massachusetts,644
MA2286009,Stow Acres Country Club,Massachusetts,310
MA2286016,Bose Corporation,Massachusetts,25
MA2286017,Plantation Apartments,Massachusetts,54
MA2286018,Pilot Grove Apartments,Massachusetts,175
MA2286019,Stow Industrial (flb Incorporated),Massachusetts,25
MA2286022,Stow Municipal Buildings,Massachusetts,30
MA2286029,Wedgewood Pines Country Club,Massachusetts,100
MA2286031,Pilot Grove Apartments II,Massachusetts,134
MA2286033,Regency At Stow Condominiums,Massachusetts,132
MA2287000,Sturbridge Water Department,Massachusetts,"4,464"
MA2287020,Sturbridge Retirement Co-op Corporation,Massachusetts,321
MA2290001,Manchaug Water District of Sutton,Massachusetts,433
MA2290009,Sutton Public Schools,Massachusetts,"1,700"
MA2290014,Wilkinsonville Water District,Massachusetts,"2,662"
MA2290025,Brickstone Kitchen,Massachusetts,100
MA2290026,Sutton Center Store,Massachusetts,50
MA2290028,Extra Mart Sutton,Massachusetts,125
MA2294000,Templeton Munic. Light and Water Plant,Massachusetts,"6,085"
MA2299000,Townsend Water Department,Massachusetts,"6,500"
MA2303003,Riverside Community Care,Massachusetts,28
MA2304000,Uxbridge DPW  Water Division,Massachusetts,"10,715"
MA2304015,Faith Fellowship,Massachusetts,85
MA2304018,Blackstone Valley Cannabis,Massachusetts,50
MA2316000,Webster Water Department,Massachusetts,"16,767"
MA2328000,Westborough Water Department,Massachusetts,"18,272"
MA2332006,The Woods At Westminster,Massachusetts,100
MA2343008,Nouria Energy Corp,Massachusetts,200
MA2348000,Worcester Department of Public Works,Massachusetts,"181,045"
MA3009000,Andover Water Department,Massachusetts,"33,201"
MA3014000,Ashland Water and Sewer Department,Massachusetts,"16,593"
MA3023000,Bedford Water Department (MWRA),Massachusetts,"13,691"
MA3030001,Salem Beverly Water Supply Board,Massachusetts,0
MA3031000,Billerica Water Works,Massachusetts,"40,243"
MA3038001,Four Mile Village,Massachusetts,126
MA3038012,Far Corner Farm Golf Course Inc.,Massachusetts,120
MA3038020,Andrews Farm Water Company Inc.,Massachusetts,145
MA3048000,Burlington Water Department,Massachusetts,"25,392"
MA3049000,Cambridge Water Department (MWRA),Massachusetts,"105,162"
MA3051004,Carlisle Public School,Massachusetts,725
MA3051005,First Religious Society,Massachusetts,80
MA3051006,Carlisle Congregational Church,Massachusetts,140
MA3051011,Assurance Technology Corp.,Massachusetts,75
MA3051012,Carlisle Town Hall,Massachusetts,30
MA3051013,Saint Irenes Church,Massachusetts,25
MA3051016,"Carlisle Extended Day Program,inc.",Massachusetts,70
MA3051018,Gleason Public Library,Massachusetts,80
MA3051019,Wee Forest Folk,Massachusetts,30
MA3051020,Ferns Country Store,Massachusetts,25
MA3056000,Chelmsford Water District,Massachusetts,"28,079"
MA3056001,East Chelmsford Water District,Massachusetts,"2,350"
MA3056002,North Chelmsford Water District,Massachusetts,"7,287"
MA3067000,Concord Water Department,Massachusetts,"16,402"
MA3071000,Danvers Water Department,Massachusetts,"26,493"
MA3073000,Dedham Westwood Water District,Massachusetts,"42,581"
MA3078001,Old Farm Road Water Trust,Massachusetts,40
MA3078006,Colonial Water Company,Massachusetts,"1,809"
MA3078008,Springdale Farms (colonial),Massachusetts,130
MA3078011,Powisset Farm,Massachusetts,100
MA3079000,Dracut Water Supply District,Massachusetts,"25,741"
MA3092003,"Essex Meeting And Retreat Center, Llc",Massachusetts,150
MA3100003,Native Plant Trust Inc.,Massachusetts,200
MA3116000,Groveland Water Department,Massachusetts,"6,605"
MA3119000,Hamilton Water Department,Massachusetts,"8,430"
MA3144000,Ipswich DPU  Water Department,Massachusetts,"13,127"
MA3144008,Micro Mech,Massachusetts,60
MA3149000,Lawrence Water Works,Massachusetts,"76,377"
MA3157000,Lincoln Water Department,Massachusetts,"5,610"
MA3160000,Lowell Regional Water Utility,Massachusetts,"106,519"
MA3160005,Heritage Farms Ice Cream,Massachusetts,30
MA3163000,Lynn Water and Sewer Commission (MWRA),Massachusetts,"90,329"
MA3164000,Lynnfield Center Water District,Massachusetts,"8,338"
MA3164003,"Sagamore Spring Golf Club, Inc.",Massachusetts,250
MA3164005,Pocahontas Spring Water (vnd),Massachusetts,25
MA3166000,Manchester By The Sea DPW,Massachusetts,"5,654"
MA3181004,Jimmys Ii Restaurant,Massachusetts,25
MA3184015,Farmer Browns,Massachusetts,120
MA3198000,Natick Water Department,Massachusetts,"36,137"
MA3199000,Needham Water Department (MWRA),Massachusetts,"32,485"
MA3205001,Byfield Water District,Massachusetts,"2,330"
MA3205007,Ould Newbury Golf Club,Massachusetts,80
MA3205021,Rupp Realty Trust,Massachusetts,40
MA3206000,Newburyport Water Department,Massachusetts,"20,335"
MA3229000,Peabody Water Department (MWRA),Massachusetts,"52,474"
MA3252000,Rockport Water Department,Massachusetts,"10,000"
MA3254000,Rowley Water Department,Massachusetts,"6,325"
MA3259000,Salisbury Water Department,Massachusetts,"20,000"
MA3269002,Woodhaven Elder Housing Committee,Massachusetts,30
MA3269003,Unitarian Universalist Area Church,Massachusetts,31
MA3269017,Anemotia Realty,Massachusetts,200
MA3269019,Sherborn Town Offices; Police; Library,Massachusetts,25
MA3269024,Heritage Of Sherborn,Massachusetts,170
MA3269025,Sherborn Plaza,Massachusetts,75
MA3269026,Sherborn Market,Massachusetts,25
MA3269027,Fiske Property,Massachusetts,25
MA3269028,Leland Farms,Massachusetts,25
MA3269030,Pilgrim Church,Massachusetts,28
MA3269031,Sherborn Crossing,Massachusetts,25
MA3288000,Sudbury Water District,Massachusetts,"18,410"
MA3295000,Tewksbury Water Department,Massachusetts,"30,435"
MA3295001,Tewksbury Hospital,Massachusetts,"2,500"
MA3298000,Topsfield Water Department,Massachusetts,"5,257"
MA3301000,Tyngsborough Water District,Massachusetts,"3,601"
MA3301002,River Crossing Condominium,Massachusetts,150
MA3301019,Piconics,Massachusetts,40
MA3301020,Colony Heights Condominium,Massachusetts,120
MA3301023,Mit Haystack Observatory,Massachusetts,40
MA3301024,The Club  (formerly Blue Moon Lounge),Massachusetts,50
MA3301034,Mit Millstone Laboratory,Massachusetts,25
MA3301035,Curtis Hill Condominium,Massachusetts,96
MA3301043,Plaza @ Pondview Place Llc,Massachusetts,30
MA3301044,The Greens,Massachusetts,25
MA3305000,Wakefield Water Department (MWRA),Massachusetts,"24,932"
MA3315000,Wayland Water Department,Massachusetts,"14,430"
MA3317000,Wellesley Water Division (MWRA),Massachusetts,"29,100"
MA3317001,Wellesley College,Massachusetts,"3,000"
MA3320000,Wenham Water Department,Massachusetts,"3,942"
MA3324000,West Newbury Water Department,Massachusetts,"2,895"
MA3330000,Westford Water Department,Massachusetts,"18,000"
MA3330019,Haystack Estates,Massachusetts,60
MA3330023,Jvb Realty (45 Powers Rd),Massachusetts,40
MA3330026,Ideal Concrete Block Company,Massachusetts,35
MA3333002,The Rivers School,Massachusetts,100
MA3342000,Wilmington Water Department,Massachusetts,"22,325"
MA3342001,Millbrook Country Day Sch Inc,Massachusetts,25
MA3347000,Woburn Water Department (MWRA),Massachusetts,"38,120"
MA4001000,Abington/rockland Joint Water Works,Massachusetts,"33,887"
MA4003004,Acushnet Manufactured Homes,Massachusetts,80
MA4016000,Attleboro Water Department,Massachusetts,"43,593"
MA4018000,Town of Avon,Massachusetts,"4,292"
MA4020000,Barnstable Fire District,Massachusetts,"4,986"
MA4020002,Centerville Osterville Marstons Mills WD,Massachusetts,"50,000"
MA4020004,Hyannis Water System,Massachusetts,"35,000"
MA4027003,Berkley Community School,Massachusetts,647
MA4040000,Braintree Water and Sewer Department,Massachusetts,"37,544"
MA4042000,Bridgewater Water Department,Massachusetts,"26,563"
MA4044000,Brockton Water Commission,Massachusetts,"93,810"
MA4044003,Spectrum Gymnastics Inc.,Massachusetts,50
MA4050000,Canton Water Department (MWRA),Massachusetts,"21,458"
MA4052021,Edaville Railroad,Massachusetts,"1,000"
MA4052025,Pinetree Village,Massachusetts,348
MA4052044,Waterview Park LLC,Massachusetts,102
MA4052045,90 Main Street Llc,Massachusetts,35
MA4052049,Landmark Trust,Massachusetts,100
MA4052054,Meadow Woods Mobile Home Park,Massachusetts,120
MA4052058,Carver Council On Aging,Massachusetts,25
MA4052065,Main Street Court Condominium Trust,Massachusetts,25
MA4052068,Carver Dunkin Donuts,Massachusetts,500
MA4052073,The Berry Guys,Massachusetts,25
MA4055000,Chatham Water Department,Massachusetts,"30,000"
MA4065000,Cohasset Water Department,Massachusetts,"7,549"
MA4072003,Rachels Lakeside,Massachusetts,500
MA4075000,Dennis Water District,Massachusetts,"65,000"
MA4076000,Dighton Water District,Massachusetts,"4,709"
MA4076004,Inima USA / Aquaria Water,Massachusetts,0
MA4082000,Duxbury Water Department,Massachusetts,"16,445"
MA4083000,East Bridgewater Water Department,Massachusetts,"13,794"
MA4086001,4100 Holdings Llc,Massachusetts,750
MA4086005,Sheraton Four Points,Massachusetts,250
MA4086020,Arnolds Restaurant,Massachusetts,200
MA4086022,Oak Grove Cottages,Massachusetts,52
MA4088000,Easton Water Div,Massachusetts,"23,112"
MA4088008,Bluedrop Water @ Easton Water Division,Massachusetts,25
MA4095001,East End Sportsmens Club,Massachusetts,50
MA4096000,Falmouth Water Department,Massachusetts,"77,500"
MA4099000,Foxboro Water Department,Massachusetts,"16,924"
MA4102008,Freetown Elementary School,Massachusetts,501
MA4102015,Stillwater Fasteners,Massachusetts,27
MA4102036,Dcr Freetown State Forest,Massachusetts,115
MA4118000,Halifax Water Department,Massachusetts,"7,629"
MA4122000,Hanover Water Department,Massachusetts,"14,899"
MA4123000,Hanson Water Department,Massachusetts,"9,953"
MA4131000,Hingham/Hull - Aquarion Water Company,Massachusetts,"41,082"
MA4133002,Bluedrop Water @ Stanneys Vending,Massachusetts,25
MA4145000,Kingston Water Department,Massachusetts,"13,720"
MA4146006,Clark Shores Water Corporation,Massachusetts,150
MA4146017,Poquoy Brook Golf Course,Massachusetts,350
MA4146018,St. Martha And Mary Church,Massachusetts,102
MA4146028,J And J Seafood,Massachusetts,50
MA4146031,Orchid Of Hawaii,Massachusetts,75
MA4146038,Fraternal Order Of Eagles,Massachusetts,60
MA4167000,Mansfield Water Division,Massachusetts,"23,380"
MA4171000,Marshfield Water Department,Massachusetts,"34,000"
MA4172001,Lakeside Estates,Massachusetts,87
MA4172039,Mashpee Water District,Massachusetts,"34,681"
MA4172043,Sea Mist Resort,Massachusetts,200
MA4182000,Middleborough Water Supply,Massachusetts,"16,470"
MA4182016,Woods Pond Condominiums,Massachusetts,104
MA4197000,Wannacomet Water Company,Massachusetts,"27,703"
MA4197001,Siasconset Water Department,Massachusetts,"3,000"
MA4197008,Surfside Beach,Massachusetts,"1,500"
MA4211000,North Attleboro Water Department,Massachusetts,"28,712"
MA4211001,Kings Grant Water Company Inc.,Massachusetts,434
MA4218000,Norton Water Department,Massachusetts,"19,031"
MA4219000,Norwell Water Department,Massachusetts,"11,258"
MA4221000,Oak Bluffs Water District,Massachusetts,"22,452"
MA4238000,Plainville Water Department,Massachusetts,"8,964"
MA4239003,The New Testament Church,Massachusetts,150
MA4239049,Herring Cove Condominiums Trust,Massachusetts,25
MA4239055,Pinehills Water Company Inc.,Massachusetts,"6,584"
MA4240006,Harvest Farm Springs Public Water Supply,Massachusetts,500
MA4244000,Randolph Water Department,Massachusetts,"33,375"
MA4244001,Randolph/Holbrook Water Board,Massachusetts,0
MA4245000,Raynham Center Water District,Massachusetts,"9,880"
MA4245002,North Raynham Water District,Massachusetts,"3,932"
MA4245005,Raynham Athletic Club,Massachusetts,500
MA4247009,Rehoboth Senior Center,Massachusetts,100
MA4247014,I Alive Restaurant,Massachusetts,30
MA4247017,Hillside Country Club,Massachusetts,80
MA4247043,Cumberland Farms #2314,Massachusetts,600
MA4247047,Rehoboth Public Safety Building,Massachusetts,30
MA4247054,Indian Hills Plaza,Massachusetts,25
MA4247057,Smpat Llc,Massachusetts,100
MA4247062,Heritage Realty Building,Massachusetts,25
MA4250007,Semass Resource Recovery Facility,Massachusetts,45
MA4261000,Sandwich Water District,Massachusetts,"23,000"
MA4261004,Ymca Camp Lyndon,Massachusetts,450
MA4264000,Scituate Water Division,Massachusetts,"19,688"
MA4265000,Seekonk Water District,Massachusetts,"13,627"
MA4265001,Seekonk Swimming And Tennis Club,Massachusetts,900
MA4266000,Sharon Water Department,Massachusetts,"17,232"
MA4273000,Somerset Water Department,Massachusetts,"18,257"
MA4285000,Stoughton Water Department (MWRA),Massachusetts,"26,962"
MA4292000,Swansea Water District,Massachusetts,"17,358"
MA4292001,American Aquifer,Massachusetts,75
MA4293000,Taunton Water Division,Massachusetts,"58,088"
MA4300003,"North Of Highland Camping Area, Llc",Massachusetts,415
MA4300040,Stones Throw Condos,Massachusetts,80
MA4307000,Walpole Water Department,Massachusetts,"23,989"
MA4310003,Onset Fire District,Massachusetts,"5,048"
MA4318007,Starfish Vacation Village,Massachusetts,150
MA4318051,Winslow Tavern,Massachusetts,175
MA4318055,Block And Tackle,Massachusetts,250
MA4318063,Maurices Campground Inc,Massachusetts,600
MA4322000,West Bridgewater Water Department,Massachusetts,"7,168"
MA4334001,Westport Harbor Water Association Inc,Massachusetts,200
MA4334008,Lees Supermarket,Massachusetts,90
MA4334014,Town Of Westport Selectmens Office,Massachusetts,75
MA4334015,Westport Village Commons,Massachusetts,75
MA4334018,Westport Plaza,Massachusetts,50
MA4334020,Westport Camping Grounds,Massachusetts,50
MA4334030,Lexi Lus Place,Massachusetts,25
MA4334032,Dcr Horseneck Beach Campground,Massachusetts,300
MA4334035,Our Lady Of Grace Church,Massachusetts,75
MA4334053,Acoaxet Club,Massachusetts,200
MA4334076,Westport Yacht Club Inc.,Massachusetts,100
MA4334078,M.a.m.o. LLC,Massachusetts,35
MA4334086,The Back Eddy,Massachusetts,250
MA4334089,Partners Village Store,Massachusetts,50
MA4334091,Coaksett Commons,Massachusetts,68
MA4336000,Weymouth Water Department,Massachusetts,"53,925"
MA4350000,Wrentham Water Division,Massachusetts,"11,686"
MA4350001,Wrentham Developmental Center,Massachusetts,"1,273"
MA4351000,Yarmouth Water Department,Massachusetts,"39,635"
MD0060003,Town of Hampstead,Maryland,"6,600"
MD0060007,Town of Mount Airy,Maryland,"8,631"
MD0060015,City of Westminster,Maryland,"35,256"
MD0120001,City of Aberdeen,Maryland,"16,200"
MD0120003,Maryland American Water Company,Maryland,"13,200"
MD0120016,Harford County Department of Public Works,Maryland,"104,567"
MD0150002,Town of Poolesville,Maryland,"5,400"
MD0220004,City of Salisbury,Maryland,"30,343"
MD1100052,New Life Christian School,Maryland,200
MD1130003,Glenelg Country School,Maryland,950
ME0004600,Pejepscot School-topsham,Maine,31
ME0012848,Trenton School,Maine,165
ME0090750,Kennebec Water District,Maine,"22,200"
ME0090760,"Kennebunk, Kennebunkport & Wells WD",Maine,"34,250"
ME0090870,Lisbon Water Department,Maine,"6,150"
ME0091410,Sanford Water District,Maine,"14,025"
ME0092313,Houlton Mobile Home Park,Maine,140
MI0000220,Ann Arbor,Michigan,"118,017"
MI0000250,"Ashley, Village of",Michigan,526
MI0002500,Frenchtown Township,Michigan,"16,481"
MI0003520,Kalamazoo,Michigan,"192,992"
MI0004450,Monroe,Michigan,"48,664"
MI0005370,Plainfield Township,Michigan,"42,271"
MN1040002,Bemidji,Minnesota,"15,462"
MN1050004,Sauk Rapids,Minnesota,"13,083"
MN1190012,Hastings,Minnesota,"22,335"
MN1620011,North Saint Paul,Minnesota,"12,444"
MN1730039,Waite Park,Minnesota,"7,639"
MN1820004,Cottage Grove,Minnesota,"36,900"
MN1820009,Lake Elmo,Minnesota,"4,878"
MN1820016,Oakdale,Minnesota,"28,315"
MN1820018,Saint Paul Park,Minnesota,"5,392"
MN1820025,Woodbury,Minnesota,"72,000"
MN5820373,Camp Galilee,Minnesota,400
MN5820397,"Chandler Exhibits, Inc.",Minnesota,60
MN5820413,West Lakeland Township,Minnesota,150
MN5820415,3M Cottage Grove,Minnesota,740
MN5820528,St. Croix Montessori,Minnesota,74
MN5820532,Bailey Nursery (Production Building),Minnesota,25
MN5820580,Bergen's Greenhouse,Minnesota,25
MO3010130,Camdenton PWS,Missouri,"3,718"
MP0000001,Commonwealth Utilities Corp (Saipan),NA,"48,524"
