pws_id,name,state,population_served
MA1022011,Becket Washington School,Massachusetts,175
MA1022017,Chimney Corners Camp,Massachusetts,400
MA1022021,Bonnie Rigg Camping Club Inc,Massachusetts,50
MA1022026,Jacobs Pillow Dance Festival,Massachusetts,750
MA1022031,Water Ten,Massachusetts,25
MA1022032,Mountain Grove Association,Massachusetts,45
MA1022033,Becket Arts Center,Massachusetts,50
MA1022035,The Spencer House Llc,Massachusetts,25
MA1024000,Belchertown Water District,Massachusetts,"3,167"
MA1024002,Pine Valley Plantation,Massachusetts,600
MA1024011,Dcr Quabbin Administration Building,Massachusetts,80
MA1024012,Quabbin Adult Medicine,Massachusetts,25
MA1024013,Cold Spring Country Club,Massachusetts,75
MA1024015,Washington Acres,Massachusetts,30
MA1029000,Bernardston Fire  Water District,Massachusetts,"1,475"
MA1033000,Blandford Water Department,Massachusetts,874
MA1043001,Meadowbrook Acres Mobile Home Park,Massachusetts,137
MA1043002,Brimfield Housing Authority,Massachusetts,58
MA1043017,Villa Sofia,Massachusetts,50
MA1043018,Harrington Physician Services,Massachusetts,40
MA1053023,Crab Apple Whitewater,Massachusetts,25
MA1053030,Woodland Mobile Home Park Llc,Massachusetts,36
MA1053032,Charlemont Mini Service,Massachusetts,25
MA1053033,122 Main Street,Massachusetts,30
MA1053034,Cold River Inc,Massachusetts,25
MA1058000,Cheshire Water Department,Massachusetts,"1,407"
MA1058009,Cheshire Green,Massachusetts,50
MA1058011,Whitneys Farm Market And Country Garden,Massachusetts,50
MA1059012,Chester / Middlefield Elem School,Massachusetts,124
MA1060006,Hilltown Community Development Corp,Massachusetts,45
MA1060008,Chesterfield Congregational Church,Massachusetts,40
MA1063008,Clarksburg Elementary School,Massachusetts,250
MA1066005,Pine Hill Orchards,Massachusetts,30
MA1068003,Bakers Country Store,Massachusetts,25
MA1069001,Cummington Water Department,Massachusetts,265
MA1069003,Swift River,Massachusetts,250
MA1069007,Greenwood Music Camp,Massachusetts,70
MA1070000,Dalton Fire District,Massachusetts,"6,420"
MA1074000,Deerfield Fire District,Massachusetts,"1,300"
MA1087000,Easthampton Water Department,Massachusetts,"16,053"
MA1090012,John Andrews Restaurant,Massachusetts,50
MA1090014,North  Egremont Country Store Inc,Massachusetts,25
MA1091003,Dcr Erving State Forest,Massachusetts,576
MA1091004,Erving Town Offices,Massachusetts,25
MA1091005,Erving Paper Mills,Massachusetts,135
MA1091007,Erving Station,Massachusetts,150
MA1091011,Freight House Antiques,Massachusetts,295
MA1098009,Manice Education Center,Massachusetts,45
MA1106004,Gill Elementary School,Massachusetts,155
MA1108009,Wildwood Condominium,Massachusetts,25
MA1111000,Bachelor Knolls,Massachusetts,101
MA1111003,Granby Heights Condominiums,Massachusetts,152
MA1111013,Stony Brook Lodge,Massachusetts,25
MA1111029,Pizza Palace,Massachusetts,25
MA1111038,Children First Enterprises Inc,Massachusetts,121
MA1111039,Hillside Heights of Granby,Massachusetts,30
MA1111041,Granby Public Safety Complex,Massachusetts,25
MA1111042,New Granby Public Library,Massachusetts,25
MA1111043,Darcys,Massachusetts,25
MA1111044,Something Special Catering Service Inc,Massachusetts,25
MA1111045,Dollar General,Massachusetts,25
MA1112003,Prospect Mountain Campground,Massachusetts,110
MA1112008,Granville Country Store,Massachusetts,25
MA1113000,Great Barrington Fire District,Massachusetts,"4,100"
MA1113003,Housatonic Water Works,Massachusetts,"1,391"
MA1113006,Butternut Basin Inc,Massachusetts,600
MA1113013,Berkshire Waldorf School,Massachusetts,300
MA1113015,Briarcliff Motel,Massachusetts,25
MA1113030,Fiddlehead Grill,Massachusetts,70
MA1120001,Wingate At Hampden,Massachusetts,100
MA1120004,La Cucina De Hampden,Massachusetts,85
MA1120020,Hampden Village Food Mart,Massachusetts,25
MA1120021,Oconnell Convenience Plus Store #13,Massachusetts,400
MA1120022,2 Allen St Professional Bldg,Massachusetts,30
MA1120024,Hampden Senior Center,Massachusetts,250
MA1121004,Jiminy Peak Resort,Massachusetts,"1,000"
MA1121010,Vacation Village In The Berkshires,Massachusetts,400
MA1121015,Ioka Valley Farm,Massachusetts,25
MA1124000,Hardwick Center Water District,Massachusetts,80
MA1124002,Wheelwright Water District,Massachusetts,300
MA1124003,Eagle Hill School,Massachusetts,300
MA1127000,Hatfield Water Department,Massachusetts,"3,292"
MA1132000,Hinsdale Water Department,Massachusetts,"1,800"
MA1132002,South Ashmere Water Association Inc.,Massachusetts,150
MA1132008,Ashmere Water Service,Massachusetts,66
MA1132009,Bisselville Estate,Massachusetts,74
MA1135001,Pjs Tavern,Massachusetts,30
MA1137000,Holyoke Water Works,Massachusetts,"40,124"
MA1143013,Norwich Lake Farm  Lower System,Massachusetts,174
MA1143014,Norwich Lake Farm  Upper System,Massachusetts,28
MA1148001,Berkshire Village Cooperative,Massachusetts,34
MA1148019,Village At Greylock,Massachusetts,50
MA1150000,Lee Water Department,Massachusetts,"5,058"
MA1154001,Leverett Elementary School,Massachusetts,217
MA1191000,Monson Water and Sewer Department,Massachusetts,"4,176"
MA1191003,Springfield Sportsmans Club,Massachusetts,25
MA1191007,Westview Farm,Massachusetts,100
MA1191011,Asylum Fitness,Massachusetts,50
MA1192000,Turners Falls Water Department,Massachusetts,"7,057"
MA1193008,Hume New England 2,Massachusetts,50
MA1193015,Dcr Beartown State Forest,Massachusetts,250
MA1193020,Hume New England 1,Massachusetts,200
MA1193022,Roadside Store,Massachusetts,66
MA1193023,Lsgpo Association,Massachusetts,25
MA1195001,Ymca Camp Hi Rock,Massachusetts,500
MA1200005,The Springs Inn And Resort,Massachusetts,25
MA1203000,Mill River Water Takers Association,Massachusetts,60
MA1203002,Southfield Water Company,Massachusetts,80
MA1203007,Dcr Sandisfield State Forest,Massachusetts,56
MA1203011,New Marlborough Central School,Massachusetts,111
MA1209001,Historic Valley Campground,Massachusetts,200
MA1214000,Northampton Water Department,Massachusetts,"28,548"
MA1217000,Northfield Water District,Massachusetts,800
MA1217002,Pioneer Valley Regional School,Massachusetts,500
MA1217003,Northfield Mtn Station  Visitor Center,Massachusetts,140
MA1223000,Orange Water Department,Massachusetts,"6,487"
MA1223006,Daniel Shays Package Store,Massachusetts,100
MA1223011,Kdmk Llc,Massachusetts,50
MA1223012,The Farm School,Massachusetts,100
MA1223017,Camp Selah,Massachusetts,75
MA1225009,Camp Overflow,Massachusetts,160
MA1225040,Farmington River Reg Elem School,Massachusetts,225
MA1225045,Otis Woodlands Club Inc,Massachusetts,25
MA1227002,Bondsville Fire and Water District,Massachusetts,"1,429"
MA1227010,Camp Ramah,Massachusetts,900
MA1227014,Steaming Tender,Massachusetts,100
MA1227015,Breton Estates,Massachusetts,48
MA1227018,Rondeaus Dairy Bar,Massachusetts,100
MA1234003,The Quabbin Retreat,Massachusetts,40
MA1234005,Petersham Curling Club,Massachusetts,25
MA1234011,Petersham Montessori School,Massachusetts,34
MA1234013,Quabbin Woods Restaurant,Massachusetts,25
MA1236000,Pittsfield DPU Water Department,Massachusetts,"44,737"
MA1236013,Camp Winadu,Massachusetts,575
MA1236016,Dcr Berkshire Regional Hq,Massachusetts,26
MA1253002,Rowe Town Hall,Massachusetts,25
MA1255000,South Royalston Improvement Corporation,Massachusetts,275
MA1256000,Russell Water Department,Massachusetts,"1,228"
MA1256002,H A Moses Scout Reservation,Massachusetts,35
MA1260001,Berkshire Rehab Skilled Care Center,Massachusetts,100
MA1263003,Savoy Elementary School,Massachusetts,90
MA1263010,Savoy Hollow General Store,Massachusetts,25
MA1267001,Berkshire School,Massachusetts,475
MA1268003,Clarks Corvair Parts,Massachusetts,27
MA1268011,Dragon Hill Condominiums,Massachusetts,30
MA1272002,Shutesbury Elementary School,Massachusetts,285
MA1276000,Southampton Water Department,Massachusetts,"4,695"
MA1279000,Southwick Water Department,Massachusetts,"7,380"
MA1281000,Springfield Water and Sewer Commission,Massachusetts,"230,331"
MA1283003,Stockbridge Water Department,Massachusetts,"2,800"
MA1283012,Wheatleigh Inn,Massachusetts,30
MA1283013,Berkshire Country Day School,Massachusetts,250
MA1283015,White Pines Condominiums,Massachusetts,225
MA1283017,Heron Pond At Stockbridge,Massachusetts,50
MA1289000,Sunderland Water District,Massachusetts,"2,990"
MA1289002,Pond Ridge Condo Association,Massachusetts,88
MA1306004,Wales Elementary School,Massachusetts,157
MA1306006,Silver Meadow,Massachusetts,25
MA1309001,Quabbin Sunrise Cooperative Inc.,Massachusetts,65
MA1311000,Warren Water District,Massachusetts,"2,283"
MA1311001,West Warren Water District,Massachusetts,927
MA1312012,Warwick Community School,Massachusetts,100
MA1319006,Wendell Country Store,Massachusetts,70
MA1326000,West Stockbridge Water Department,Massachusetts,535
MA1329009,Liberty Manor Inc.,Massachusetts,500
MA1331004,Northampton / Springfield Koa Holiday,Massachusetts,200
MA1337010,Whately Water Department,Massachusetts,"1,500"
MA1339004,Frankie Bs Inc,Massachusetts,50
MA1340000,Williamsburg Water Department,Massachusetts,"1,622"
MA1341004,Waubeeka Springs,Massachusetts,50
MA1341009,Waubeeka Golf Links Llc,Massachusetts,100
MA1341028,Williams College Center For Env Studies,Massachusetts,70
MA2002002,Planet Gymnastics/all Seasons Tennis,Massachusetts,75
MA2011001,Camp Wellville Inc,Massachusetts,125
MA2011004,Ash/win Joint Water Authority,Massachusetts,0
MA2011005,Camp Winnekeag,Massachusetts,200
MA2012006,Pines Campground,Massachusetts,60
MA2012007,The Childrens Garden Nursery School,Massachusetts,54
MA2012008,Spring Hill Wellness,Massachusetts,48
MA2012012,Ashby Legion/grange/church,Massachusetts,25
MA2012014,873 Main Street,Massachusetts,80
MA2017004,Century Sportsmans Club,Massachusetts,25
MA2021000,Barre Water Department,Massachusetts,"4,000"
MA2021001,Barre Mobile Home Park/waterwheel Village,Massachusetts,114
MA2028005,Berlin Municipal Center,Massachusetts,40
MA2028007,Northbrook Village I / Berlin Ret.,Massachusetts,48
MA2028009,Berlin Memorial School,Massachusetts,275
MA2028012,Meadowbrook Village Condominiums,Massachusetts,150
MA2028013,Berlin Farms,Massachusetts,25
MA2028017,Sawyer Hill Ecovillage,Massachusetts,272
MA2028018,Northbrook Village II,Massachusetts,80
MA2028019,Berlin Public Library,Massachusetts,25
MA2028022,Highland Ridge Condominiums,Massachusetts,132
MA2034001,Paragon Communications,Massachusetts,210
MA2034002,Bolton Spring Farm,Massachusetts,200
MA2034005,Baba And The Legacy Kitchen,Massachusetts,125
MA2034006,Bolton Corners,Massachusetts,30
MA2034010,Nashoba Regional High School,Massachusetts,"1,057"
MA2034011,Camp Resolute/e.paul Robsham Scout Res,Massachusetts,75
MA2034012,626 Main Street,Massachusetts,25
MA2034017,Murphys Insurance/ 737 Main St,Massachusetts,50
MA2034019,Bolton Office Park,Massachusetts,250
MA2034022,Broomfield Laboratories,Massachusetts,25
MA2034024,Florence Sawyer School,Massachusetts,873
MA2034025,Nashoba Park,Massachusetts,30
MA2034027,Bolton Country Manor,Massachusetts,60
MA2034028,Sunset Ridge Condominiums,Massachusetts,42
MA2034029,Bolton Library And Safety Facility,Massachusetts,50
MA2034030,Regency At Bolton Condominiums,Massachusetts,148
MA2034031,Century Mill Estates,Massachusetts,135
MA2037010,Boxborough Municipal Buildings,Massachusetts,600
MA2037012,Nashoba Valley Olympia Inc.,Massachusetts,50
MA2037017,1414 Mass Ave Boxborough,Massachusetts,400
MA2037025,Cosgrove Realty,Massachusetts,25
MA2037026,Boxboro Green,Massachusetts,75
MA2037036,Paddock Estates,Massachusetts,451
MA2037037,The Taylor School,Massachusetts,50
MA2037038,Enclave At Boxborough,Massachusetts,100
MA2045000,Brookfield Water Department,Massachusetts,"1,138"
MA2045001,Nanatomqua Mobile Home Park,Massachusetts,123
MA2045005,Brookfield Meadows Mobile Home Park,Massachusetts,120
MA2054005,Charlton Manor Rest Home,Massachusetts,26
MA2054007,Yankee Diner,Massachusetts,60
MA2054029,"Lfb Usa, Inc.",Massachusetts,25
MA2054035,Ronnies Seafood Inc.,Massachusetts,50
MA2054050,Cady Brook Crossing Condominiums,Massachusetts,75
MA2054053,Prindle Pond Conference Center,Massachusetts,305
MA2054056,Holy Virgin Mary Spiritual Vineyard,Massachusetts,100
MA2054072,Growing Footprints Education Center,Massachusetts,63
MA2064000,Clinton Water Department (MWRA),Massachusetts,"13,606"
MA2077000,Douglas Water Department,Massachusetts,"3,855"
MA2077005,Lake Manchaug Camping,Massachusetts,190
MA2080005,Yummy Asian Fusion Cuisine,Massachusetts,50
MA2080006,Southbridge Tool And Manufacturing,Massachusetts,58
MA2081005,"Goss Farm, Inc.",Massachusetts,200
MA2084001,Ymca Camp Frank A. Day,Massachusetts,250
MA2097000,"Fitchburg Dpw, Div. of Water Supply",Massachusetts,"40,545"
MA2103000,Gardner Water Department,Massachusetts,"19,314"
MA2110003,Touchstone Community School,Massachusetts,100
MA2110004,Countryside Condominium,Massachusetts,30
MA2110006,Laurel Hill Condominiums,Massachusetts,64
MA2115001,West Groton Water Supply District,Massachusetts,"1,777"
MA2115009,Still Meadow,Massachusetts,50
MA2125002,Saint Benedict Abbey,Massachusetts,25
MA2125005,Village Nursery School,Massachusetts,50
MA2125006,Camp Green Eyrie Girl Scout Camp,Massachusetts,150
MA2125010,Harvard Plaza,Massachusetts,150
MA2125011,Immaculate Heart Of Mary School,Massachusetts,110
MA2125012,Lancaster County Road LLC,Massachusetts,50
MA2125013,Foxglove Apartments,Massachusetts,40
MA2125016,Trail Ridge Condominiums,Massachusetts,104
MA2125022,Westward Orchards,Massachusetts,25
MA2125023,Carlson Orchards,Massachusetts,99
MA2125026,Craftsman Village Condominiums,Massachusetts,40
MA2125027,Harvard Lanes,Massachusetts,25
MA2139002,New England Laborers Training Academy,Massachusetts,46
MA2139004,Carbones Restaurant Inc.,Massachusetts,150
MA2139010,Estates At Highland Ridge,Massachusetts,100
MA2139011,Maillet Woods Condominiums,Massachusetts,75
MA2140004,Hubbardston Center School,Massachusetts,316
MA2147000,Lancaster Water Department,Massachusetts,"6,000"
MA2147005,Unified 2 Packaging Group,Massachusetts,50
MA2147011,Out Water Llc,Massachusetts,25
MA2151002,Hillcrest Water District,Massachusetts,"1,500"
MA2153000,Leominster Water Division (MWRA),Massachusetts,"40,490"
MA2153001,Dcr Leominster State Forest,Massachusetts,300
MA2162008,Stillman Dairy,Massachusetts,25
MA2179001,Mendon Housing Authority,Massachusetts,31
MA2179008,Alicante Restaurant And Lounge,Massachusetts,70
MA2179018,Mendon Village,Massachusetts,30
MA2179024,End Zone Sports Pub,Massachusetts,100
MA2179031,Taft Public Library,Massachusetts,50
MA2188005,Saint Augustines Parish,Massachusetts,40
MA2188008,Polish American Citizens Club,Massachusetts,50
MA2202003,Camp Putnam,Massachusetts,125
MA2208001,Mci Norfolk/cedar Junction/walpole,Massachusetts,"3,800"
MA2212000,North Brookfield Water Department,Massachusetts,"3,860"
MA2215004,Tougas Farm (ball Hill Realty),Massachusetts,"1,140"
MA2216000,Whitinsville Water Company,Massachusetts,"7,733"
MA2216007,"West End Creamery, Inc.",Massachusetts,300
MA2222003,Lake Dean Campground,Massachusetts,100
MA2222009,Treasure Valley Scout Reservation,Massachusetts,225
MA2226000,Aquarion Water Company Oxford,Massachusetts,"6,266"
MA2226007,Toria Heights Condominium,Massachusetts,60
MA2226011,Pinewood On The Green Condos,Massachusetts,50
MA2228000,Paxton Water Department,Massachusetts,"4,045"
MA2235006,Lamb City Campground,Massachusetts,200
MA2241012,Mountain Barn Restaurant,Massachusetts,125
MA2257000,Rutland Water Department,Massachusetts,"5,401"
MA2257002,Pout And Trout Campground,Massachusetts,150
MA2257007,Still Four Corners Restaurant,Massachusetts,125
MA2257008,Colonial Convenience Store,Massachusetts,125
MA2270001,Mci Shirley,Massachusetts,"3,500"
MA2270009,Woodland Ridge,Massachusetts,125
MA2271003,Memorial Dr. Ind. Park Site 1 (rigr),Massachusetts,52
MA2271004,Memorial Dr. Ind. Park Site 2 (rifl),Massachusetts,78
MA2278000,Southbridge Water Department,Massachusetts,"15,287"
MA2280000,Spencer Water Department,Massachusetts,"7,037"
MA2280002,Saint Josephs Abbey,Massachusetts,54
MA2280005,Camp Laurelwood,Massachusetts,100
MA2286003,Stow Shopping Center,Massachusetts,100
MA2286004,Stow Lower Village/ Beef And Ale,Massachusetts,100
MA2286006,Stow Fire And Community Center,Massachusetts,50
MA2286011,Minuteman Airfield,Massachusetts,400
MA2286012,The Meeting House @ Stow Condo,Massachusetts,92
MA2286014,Stow Brook Gulf,Massachusetts,150
MA2286023,Kids A Lot (daycare),Massachusetts,145
MA2286024,Villages At Stow,Massachusetts,300
MA2286026,Arbor Glen Condominiums,Massachusetts,132
MA2286028,Stow House Of Pizza,Massachusetts,25
MA2286032,Honey Pot Hill Orchards,Massachusetts,100
MA2286035,Phillips Heritage,Massachusetts,50
MA2287010,Sturbridge Campground,Massachusetts,300
MA2287024,Pilot Travel Center,Massachusetts,"3,000"
MA2290006,Red Roof Inn,Massachusetts,45
MA2290010,Sutton Falls Camping Area,Massachusetts,100
MA2290016,Blackstone National Golf Club,Massachusetts,200
MA2290029,Country Montessori Preschool,Massachusetts,83
MA2290031,64 Worcester Providence Turnpike,Massachusetts,50
MA2303000,Upton DPW Water/wastewater Division,Massachusetts,"4,338"
MA2303002,Red Rock Grill And Bar  Lounge,Massachusetts,60
MA2303004,Rockwood Meadows,Massachusetts,80
MA2304002,Mcdonalds Restaurant,Massachusetts,994
MA2304005,Quaker Tavern,Massachusetts,95
MA2304006,Quaker Motor Lodge,Massachusetts,30
MA2304007,Gia Restaurant,Massachusetts,200
MA2304010,Blissful Meadows Golf Club,Massachusetts,150
MA2304012,True Data Products,Massachusetts,30
MA2304013,Bjs Wholesale Distribution Center,Massachusetts,225
MA2304014,Bangmas Farm Store And Dairy Bar,Massachusetts,34
MA2304017,Green Room Billiard Club,Massachusetts,50
MA2316001,Webster Family Campground,Massachusetts,50
MA2321000,West Boylston Water District,Massachusetts,"7,450"
MA2321002,Holy Cross Contemplative Center,Massachusetts,60
MA2323000,West Brookfield Water Department,Massachusetts,"2,477"
MA2323002,Madden Estates,Massachusetts,50
MA2332007,Crocker Pond Recreation Area,Massachusetts,30
MA3007000,Amesbury DPW Water Div.,Massachusetts,"16,283"
MA3009004,Camp Evergreen,Massachusetts,25
MA3031003,Old Indian Spring @ Whiffle Tree (vnd),Massachusetts,50
MA3038008,Spofford Pond School,Massachusetts,450
MA3038009,Harry Lee Cole School,Massachusetts,362
MA3038010,The Village Store Bldg.,Massachusetts,150
MA3038011,First Church Congregational,Massachusetts,60
MA3038022,Ingaldsby Bakery And Farm Stand,Massachusetts,100
MA3038025,Second Congregational Church,Massachusetts,90
MA3038026,Boxford Police Station,Massachusetts,25
MA3051009,Kimball Bates Farm,Massachusetts,150
MA3051017,Dcr Great Brook Farm State Park,Massachusetts,300
MA3078000,Dover Water Dept,Massachusetts,500
MA3078010,Precious Beginnings,Massachusetts,44
MA3092000,Essex Water Department,Massachusetts,"3,200"
MA3105000,Georgetown Water Department,Massachusetts,"8,766"
MA3107000,Gloucester DPW Water Department,Massachusetts,"37,715"
MA3128000,Haverhill Water Department,Massachusetts,"57,311"
MA3166003,Manchester Medical Office Building,Massachusetts,75
MA3180000,Merrimac Water Department,Massachusetts,"6,565"
MA3181000,Methuen Water Department,Massachusetts,"50,259"
MA3184011,Candlelite Motor Inn,Massachusetts,30
MA3205006,Old Town Country Club,Massachusetts,100
MA3210000,North Andover Water Department,Massachusetts,"27,500"
MA3213000,North Reading Water Department,Massachusetts,"15,500"
MA3248000,Revere Water Department (MWRA),Massachusetts,"51,755"
MA3269011,Pine Hill Elementary School,Massachusetts,480
MA3269032,Fields At Sherborn Condo Trust,Massachusetts,110
MA3295002,Deep Rock Spring (vending),Massachusetts,50
MA3301008,Benchmark Condominiums,Massachusetts,60
MA3301027,400 Dunstable Road (pine Knoll),Massachusetts,30
MA3301038,Tyngsboro Business Park Lot 1,Massachusetts,100
MA3301045,Twinco Realty Dba Maxs Country Golf,Massachusetts,25
MA3301047,Village Crossing,Massachusetts,25
MA3330024,Butter Brook Crossing Golf Club,Massachusetts,50
MA3330025,Summer Village,Massachusetts,"1,000"
MA3333001,Campion Residence and Renewal Center,Massachusetts,425
MA3344000,Winchester Water Department (MWRA),Massachusetts,"22,800"
MA4003002,Brookside Mobile Home Park,Massachusetts,65
MA4003009,Little Peoples College,Massachusetts,50
MA4020003,Cotuit Fire District  Water Department,Massachusetts,"4,953"
MA4020013,Sandy Terraces Associates,Massachusetts,50
MA4020016,Old Village Store,Massachusetts,250
MA4020020,West Parish Of  Barnstable,Massachusetts,75
MA4020021,First Lutheran Church,Massachusetts,200
MA4027001,Berkley Middle School/town Offices,Massachusetts,500
MA4036000,Bourne Water District,Massachusetts,"22,500"
MA4036001,Buzzards Bay Water District,Massachusetts,"7,700"
MA4036002,North Sagamore Water District,Massachusetts,"4,553"
MA4041000,Brewster Water Department,Massachusetts,"35,000"
MA4041004,Sweetwater Forest Inc,Massachusetts,"1,000"
MA4042004,Bluedrop Water @ Bridgewater Dpw,Massachusetts,25
MA4044005,Rock Spring,Massachusetts,"1,400"
MA4052001,South Meadow Village,Massachusetts,750
MA4052007,Carver Elementary School,Massachusetts,563
MA4052010,Pine Wood Way Camping Area Llc,Massachusetts,200
MA4052018,Tremont Place,Massachusetts,25
MA4052022,Dcr Myles Standish State Forest,Massachusetts,500
MA4052060,Pine View Plaza / 73 Main St Condo Trust,Massachusetts,50
MA4052061,Carver Municipal Buildings,Massachusetts,100
MA4052063,Country Junction Plaza,Massachusetts,60
MA4052064,Carver High School And Middle School,Massachusetts,"1,200"
MA4052067,Town of Carver,Massachusetts,414
MA4052069,Townhouses At Chance Court,Massachusetts,40
MA4052070,Townhouses @ Copper Lantern,Massachusetts,176
MA4052072,North Carver Water District,Massachusetts,100
MA4055005,Pleasant Bay Village Motel,Massachusetts,130
MA4062000,Menemsha Water Company,Massachusetts,841
MA4062006,Chilmark Community Center,Massachusetts,200
MA4062008,Chilmark School,Massachusetts,90
MA4072000,Dartmouth Water Division,Massachusetts,"24,272"
MA4082001,Camp Wing Duxbury Stockade,Massachusetts,300
MA4086018,Blue Dolphin Inn,Massachusetts,170
MA4086042,Whale Walk Inn,Massachusetts,40
MA4086045,Seatoller,Massachusetts,300
MA4086046,Captains Quarters Motel And Conf. Ctr.,Massachusetts,101
MA4086047,Gibson Cottages,Massachusetts,34
MA4086048,Seaman Cottages Llc,Massachusetts,36
MA4086095,Town of Eastham,Massachusetts,"2,026"
MA4088007,Brown Billone Club,Massachusetts,50
MA4089000,Edgartown Water Department,Massachusetts,"6,993"
MA4089003,"Chappaquiddick Beach Club, Inc.",Massachusetts,125
MA4095000,Fall River Water Department,Massachusetts,"88,857"
MA4102010,"Camp Welch, Thomas Chew Memorial",Massachusetts,500
MA4104003,Aquinnah Restaurant,Massachusetts,200
MA4126000,Harwich Water Department,Massachusetts,"38,643"
MA4145001,Sacred Heart High School,Massachusetts,350
MA4145006,Providence House,Massachusetts,35
MA4146012,Royal Pizza (bt Realty Trust),Massachusetts,54
MA4146016,Freetown/lakeville Regional School Dist.,Massachusetts,"1,991"
MA4146029,Mullein Hill Christian Academy,Massachusetts,125
MA4146043,County Lake Properties,Massachusetts,25
MA4169000,Marion Water Division,Massachusetts,"6,076"
MA4172033,Sea Oaks Condominiums,Massachusetts,120
MA4172035,Beechwood Point Condos,Massachusetts,104
MA4173001,Mattapoisett River Valley WD,Massachusetts,0
MA4201000,New Bedford Department of Public Infrastructure,Massachusetts,"95,072"
MA4224000,Orleans Water Department,Massachusetts,"17,670"
MA4231000,Pembroke Water Division Dpw,Massachusetts,"19,189"
MA4238013,Wentworth Hills Golf Club,Massachusetts,250
MA4239000,Plymouth Water Department,Massachusetts,"41,499"
MA4239006,Pinewood Lodge,Massachusetts,300
MA4239012,Blueberry Hill Campground,Massachusetts,100
MA4239013,Hedges Pond Recreational Area,Massachusetts,350
MA4239029,Camp Bournedale,Massachusetts,150
MA4239034,Wind In The Pines,Massachusetts,220
MA4239041,Sandy Pond Campground,Massachusetts,500
MA4239045,Plymouth Water Company,Massachusetts,"2,534"
MA4239060,Agawam Springs Water Company,Massachusetts,750
MA4240001,Litecontrol Corporation,Massachusetts,160
MA4240003,Plympton Plaza,Massachusetts,25
MA4240004,Dennett Elementary School,Massachusetts,282
MA4240005,"Sysco Boston, Llc",Massachusetts,350
MA4240007,First Congregational Church,Massachusetts,55
MA4240008,Cranberry Knoll,Massachusetts,80
MA4242000,Provincetown Water Department,Massachusetts,"22,250"
MA4244003,Bluedrop Water @ Randolph Dpw,Massachusetts,"34,362"
MA4247002,Dorothy L Beckwith Middle School,Massachusetts,"1,600"
MA4247004,Pinecroft School,Massachusetts,50
MA4247007,Pine Valley Country Club,Massachusetts,90
MA4247015,Crestwood Country Club,Massachusetts,175
MA4247021,Plaza 118,Massachusetts,35
MA4247028,Cedar Brook School,Massachusetts,80
MA4247041,Plaza Pizza,Massachusetts,175
MA4247044,Rehoboth Town Office Building,Massachusetts,125
MA4247050,Anawan Junction,Massachusetts,50
MA4247051,Camp Ramsbottom,Massachusetts,"1,000"
MA4247053,Johnson And Wales Equestrian Center,Massachusetts,50
MA4247055,Horton Estates Condominium Trust Inc.,Massachusetts,64
MA4250002,Rochester Memorial School,Massachusetts,688
MA4250004,St. Rose Of Lima Church,Massachusetts,25
MA4261002,Peters Pond Park,Massachusetts,633
MA4261024,Upper Cape Regional Water Cooperative,Massachusetts,0
MA4285001,Old Colony Ymca  Stoughton,Massachusetts,475
MA4285007,Bishops Landing Condominiums,Massachusetts,64
MA4296015,Island Childrens School,Massachusetts,36
MA4296016,West Tisbury Free Public Library,Massachusetts,25
MA4300017,"Adventure Bound Camping, Cape Cod",Massachusetts,660
MA4300019,Whitman House Restaurant,Massachusetts,200
MA4300028,Little Pamet Condominium,Massachusetts,25
MA4300029,Blackfish Restaurant,Massachusetts,83
MA4300031,Salt Air Cottages,Massachusetts,35
MA4300035,Sladeville Cottages Inc.,Massachusetts,25
MA4300041,Truro Town Hall,Massachusetts,70
MA4300044,The Truro Center Condominium,Massachusetts,75
MA4310000,Wareham Fire District,Massachusetts,"20,830"
MA4318003,Deck Ii Condos,Massachusetts,132
MA4318010,Drummer Boy Condominiums,Massachusetts,25
MA4318019,Chequessett Village Cottages,Massachusetts,76
MA4318031,Endless Coast Hotel,Massachusetts,64
MA4318035,Wellfleet Motel,Massachusetts,80
MA4318038,"Spring Brook Center, Inc.",Massachusetts,500
MA4318040,Harborside Village,Massachusetts,200
MA4318049,Wellfleet Bay Wildlife Sanctuary,Massachusetts,173
MA4318052,Wicked Oyster Restaurant,Massachusetts,170
MA4318056,Massasoit Hills Trailer Park,Massachusetts,120
MA4318071,Chequessett Yacht  Country Club,Massachusetts,350
MA4318074,Drummer Cove Cottages,Massachusetts,125
MA4318075,The Box Lunch,Massachusetts,125
MA4318080,Moby Dicks Restaurant,Massachusetts,100
MA4318091,Pleasant Water,Massachusetts,200
MA4318093,Saltbox Cottages Condominium,Massachusetts,50
MA4318094,Wellfleet Municipal Water System,Massachusetts,750
MA4318096,Blackfish Variety,Massachusetts,300
MA4318098,Cape Commerce Nominee Trust,Massachusetts,125
MA4318103,Outer Cape Health Services Inc.,Massachusetts,200
MA4318107,Wellfleet Apartments,Massachusetts,48
MA4318109,Wellfleet Market Place,Massachusetts,75
MA4318118,Hiawatha Condominiums,Massachusetts,25
MA4318119,"Wellfleet Commerce Center, Llc",Massachusetts,500
MA4318121,Our Lady Of Lourdes Church,Massachusetts,200
MA4334000,Acoaxet Water Company Inc.,Massachusetts,40
MA4334004,Alice A Macomber Primary School,Massachusetts,430
MA4334009,Administration Bldg Town Hall Annex,Massachusetts,50
MA4334012,Westport School Administration,Massachusetts,74
