feature,description,Legal Description,UTM Coordinates (Centroid),USGS Basin & Sub-watershed No.,Application Rate Basis,Vegetation Type,Equipment Type,"Field Slope, Maximum",Application Area
PERMITTED FEATURE #074,Land Application Field MD-4-1;,"SW¼, Sec.19, T21N, R34W, McDonald County","X = 361496, Y = 4044466",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,90 total available acres
PERMITTED FEATURE #075,Land Application Field MD-4-2;,"SE¼, Sec.25, T21N, R34W, McDonald County","X = 360472, Y = 4042663",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,37 total available acres
PERMITTED FEATURE #076,Land Application Field MD-5-1;,"SE¼, Sec.36, T21N, R34W, McDonald County","X = 360395, Y = 4041000",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,72 total available acres
PERMITTED FEATURE #077,Land Application Field MD-6-1;,"NE¼, Sec.20, T21N, R33W, McDonald County","X = 363863, Y = 4054641",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,116 total available acres
PERMITTED FEATURE #078,Land Application Field MD-7-1;,"NE¼, Sec.31, T21N, R33W, McDonald County","X = 362303, Y = 4079068",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,54 total available acres
PERMITTED FEATURE #079,Land Application Field MD-7-2;,"NE¼, Sec.31, T21N, R33W, McDonald County","X = 361785, Y = 4042344",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,6 total available acres
PERMITTED FEATURE #080,Land Application Field MD-7-3;,"SW¼, Sec.21, T21N, R33W, McDonald County","X = 364341, Y = 4044024",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,23 total available acres
PERMITTED FEATURE #081,Land Application Field MD-8-1;,"SE¼, Sec.36, T21N, R34W, McDonald County","X = 360614, Y = 4040691",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,16 total available acres
PERMITTED FEATURE #082,Land Application Field MD-9-1;,"SW¼, Sec.31, T21N, R33W, McDonald County","X = 360971, Y = 4041038",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,31 total available acres
PERMITTED FEATURE #083,Land Application Field NT-3-2;,"SE¼, Sec.19, T24N, R31W, McDonald County","X = 383008, Y = 4072424",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,102 total available acres
PERMITTED FEATURE #084,Land Application Field NT-3-3;,"SE¼, Sec.19, T24N, R31W, McDonald County","X = 383574, Y = 4071619",(11010001-0805),Hydraulic/ Nutrient/ Pollutant Loading,"Grass/Pasture/Crop: barley, soybeans, corn, oats, ryegrass, sorghum, wheat, mixed grass",Tractor and buggy with plows or splash plates / sprinklers / traveling gun,12%,42 total available acres
